Type,Test Plan ID,Suite Path,Suite ID,Test Case ID,Title,Step Number,Step Action,Expected Result,Execution Status,Execution Outcome,Last Run Date,Last Run By,Assigned To,Created Date,Created By,Area Path,Iteration,Automated
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124084,,4,Verify search result accuracy,Search is executed and results are displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124084,,5,Verify search results,Search by patient ID returns exact match and invalid patient IDs return no results and search accuracy is maintained,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124085,Verify Institution Manager Multi-Criteria Patient Search,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:01.04Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124085,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124085,,2,Open patient search dialog,Patient search dialog is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124085,,3,Enter multiple search criteria,Multiple search fields are populated (Last Name + First Name + Patient ID),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124085,,4,Verify combined search functionality,Search is executed with combined criteria,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124085,,5,Verify multi-criteria search results,Combined search criteria work correctly and multiple field search narrows results appropriately and search logic functions as expected,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124086,Verify Institution Manager Patient List Navigation,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:01.04Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124086,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124086,,2,Navigate to Patients tab,Patients tab displays with patient list,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124086,,3,Use pagination controls (Previous/Next),Pagination controls are used to navigate patient list,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124086,,4,Verify patient list display,Patient list navigation is tested,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124086,,5,Verify navigation functionality,Patient list displays correctly and pagination controls work properly and patient information is accurately shown,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124087,Verify Institution Manager Patient List Selection,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:01.04Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124087,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124087,,2,Navigate to patient list,Patient list is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124087,,3,Test Select All checkbox,Select All checkbox is clicked,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124087,,4,Verify individual patient selection,Individual patients are selected and deselected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124087,,5,Verify selection functionality,Select All checkbox functions correctly and individual patient selection works and bulk selection functionality operates properly,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,,SUITE: Routing Administration,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124106,Verify Institution Manager Routing Configuration Overview,,,,Not Executed,,,,Cody Huls,2025-12-15T20:57:15.813Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124106,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124106,,2,Navigate to Routing tab,Routing tab displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124106,,3,Review existing routing configurations,Routing configurations are displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124106,,4,Verify routing rule display,Routing rules are reviewed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124106,,5,Verify routing overview,Routing configuration list is displayed and existing routing rules are shown and routing details are comprehensive,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124107,Verify Institution Manager Create Routing Configuration,,,,Not Executed,,,,Cody Huls,2025-12-15T20:57:15.813Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124107,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124107,,2,Navigate to routing section,Routing section displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124107,,3,Click New to create routing rule,New routing rule interface is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124107,,4,Configure routing parameters,Routing parameters are configured,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124107,,5,Save routing configuration,Routing configuration is saved,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124107,,6,Verify routing creation,New routing configuration can be created and routing parameters can be set and institutional routing rules can be established,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124108,Verify Institution Manager Modify Routing Configuration,,,,Not Executed,,,,Cody Huls,2025-12-15T20:57:15.813Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124108,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124108,,2,Select existing routing configuration,Existing routing configuration is selected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124108,,3,Modify routing parameters,Routing parameters are modified,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124108,,4,Save changes,Changes are saved,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124108,,5,Verify routing updates,Updates are verified,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124108,,6,Verify routing modification,Existing routing rules can be modified and routing parameters can be updated and changes are properly saved,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Routing Administration,124053,124109,Verify Institution Manager Delete Routing Configuration,,,,Not Executed,,,,Cody Huls,2025-12-15T20:57:15.813Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
